order_item_id,order_id,user_id,product_id,created_at,shipped_at,delivered_at,returned_at,sale_price
OI138969,O95825,U76739,P011,2021-06-07,2021-06-08,2021-06-08,,55
OI141101,O97274,U77874,P009,2023-05-12,2023-05-13,2023-05-14,,30
OI161873,O111558,U89265,P011,2023-06-28,2023-06-28,2023-06-29,,55
OI180531,O124389,U99532,P001,2022-01-21,2022-01-22,2022-01-26,,89.5
OI22072,O15190,U12193,P007,2022-07-23,2022-07-22,2022-07-25,2022-07-25,40
OI61075,O41998,U33483,P011,2023-06-15,2023-06-17,2023-06-17,2023-06-20,55
OI97693,O67405,U53957,P007,2019-08-11,2019-08-08,2019-08-10,2019-08-11,40
OI106073,O73188,U58614,P011,2022-10-26,2022-10-28,2022-10-30,2022-11-01,55
OI170135,O117172,U93730,P009,2022-11-26,2022-11-28,2022-11-28,2022-11-29,30
OI173715,O119655,U95690,P011,2021-06-20,2021-06-22,2021-06-25,2021-06-27,55
OI2351,O1589,U1264,P007,2023-06-08,,,,40
OI3212,O2184,U1742,P001,2021-02-22,,,,89.5
OI13776,O9479,U7641,P001,2023-06-30,,,,89.5
OI98845,O68182,U54592,P001,2023-05-23,,,,89.5
OI132496,O91411,U73172,P008,2023-02-24,,,,40
OI134904,O93064,U74520,P011,2023-04-22,,,,55
OI149660,O103151,U82567,P009,2022-01-14,,,,30
OI39,O25,U25,P011,2023-05-25,,,,55
OI20074,O13814,U11079,P009,2021-04-20,,,,30
OI22383,O15402,U12356,P011,2022-03-15,,,,55
OI39491,O27170,U21614,P008,2023-04-05,,,,40
OI66803,O46006,U36722,P007,2023-02-28,,,,40
OI85658,O59054,U47325,P011,2023-03-08,,,,55
OI95942,O66192,U52953,P001,2022-04-29,,,,89.5
OI107683,O74282,U59463,P009,2023-06-16,,,,30
OI114391,O78894,U63058,P009,2023-03-27,,,,30
OI135037,O93153,U74593,P008,2021-08-26,,,,40
OI136852,O94397,U75567,P007,2023-05-13,,,,40
OI151975,O104712,U83809,P008,2021-09-18,,,,40
OI159158,O109687,U87802,P011,2023-01-04,,,,55
OI120777,O83312,U66522,P002,2023-03-24,2023-03-27,,,90
OI85466,O58906,U47195,P002,2021-06-17,2021-06-13,2021-06-14,,90
OI96890,O66852,U53498,P002,2022-07-24,2022-07-26,2022-07-31,,90
OI8194,O5603,U4528,P002,2022-06-23,2022-06-23,2022-06-25,2022-06-25,90
OI20259,O13940,U11186,P002,2022-04-15,2022-04-12,2022-04-13,2022-04-13,90
OI14565,O10049,U8087,P002,2023-02-08,,,,90
OI144760,O99780,U79873,P002,2021-09-09,,,,90
OI29029,O19938,U15915,P002,2023-02-10,,,,90
OI75248,O51796,U41377,P010,2020-08-14,2020-08-16,2020-08-21,,115
OI92589,O63859,U51125,P010,2021-03-17,2021-03-19,2021-03-19,,115
OI103390,O71325,U57104,P010,2023-06-19,2023-06-18,2023-06-19,,115
OI109468,O75513,U60450,P010,2023-01-22,2023-01-21,2023-01-22,,115
OI136681,O94275,U75462,P010,2023-05-10,2023-05-11,2023-05-13,,115
OI104861,O72348,U57933,P010,2022-04-17,2022-04-17,2022-04-18,2022-04-18,115
OI90863,O62668,U50203,P010,2022-01-26,,,,115
OI132925,O91713,U73425,P010,2022-10-16,,,,115
OI177234,O122116,U97713,P010,2021-08-19,,,,115
OI113743,O78456,U62715,P004,2022-05-08,2022-05-09,,,25
OI125266,O86436,U69177,P004,2022-08-16,2022-08-18,,,25
OI141305,O97407,U77983,P004,2023-02-04,2023-02-07,,,25
OI20601,O14164,U11375,P004,2022-06-13,2022-06-13,2022-06-15,,25
OI131090,O90439,U72370,P004,2022-04-16,2022-04-19,2022-04-24,,25
OI176842,O121848,U97500,P004,2023-05-04,2023-05-03,2023-05-05,,25
OI168757,O116252,U93002,P004,2023-02-10,2023-02-07,2023-02-08,2023-02-10,25
OI178805,O123199,U98568,P004,2022-07-09,2022-07-11,2022-07-15,2022-07-16,25
OI80333,O55338,U44245,P004,2023-03-26,,,,25
OI40461,O27829,U22118,P001,2021-10-05,2021-10-07,,,99.99
OI67090,O46207,U36881,P001,2021-08-16,2021-08-16,,,99.99
OI113122,O78036,U62407,P001,2022-11-05,2022-11-08,,,99.99
OI130876,O90295,U72268,P001,2023-03-28,2023-03-30,,,99.99
OI153607,O105819,U84668,P001,2023-04-03,2023-04-04,,,99.99
OI166706,O114853,U91855,P001,2022-12-11,2022-12-10,2022-12-14,,99.99
OI67719,O46643,U37216,P010,2022-10-07,2022-10-10,,,115
OI104347,O71989,U57667,P010,2021-02-07,2021-02-09,2021-02-13,,115
OI109316,O75415,U60360,P010,2023-06-19,2023-06-20,2023-06-24,,115
OI14382,O9912,U7983,P010,2020-02-22,2020-02-24,2020-02-27,2020-02-28,115
OI54037,O37125,U29560,P010,2021-12-09,,,,115
OI38097,O26207,U20838,P010,2023-06-08,,,,115
OI99841,O68830,U55111,P011,2022-02-12,2022-02-14,,,55
OI152064,O104779,U83854,P011,2022-10-14,2022-10-14,,,55
OI32696,O22489,U17928,P011,2023-06-08,2023-06-11,2023-06-12,,55
OI19852,O13661,U10941,P011,2021-08-19,,,,55
OI169391,O116664,U93331,P011,2023-04-16,,,,55
OI161684,O111430,U89154,P011,2020-02-11,,,,55
OI178203,O122781,U98239,P011,2023-06-24,,,,55
OI5492,O3747,U2992,P009,2023-06-02,2023-06-02,,,30
OI20882,O14354,U11516,P009,2023-04-04,2023-04-06,,,30
OI69448,O47802,U38193,P009,2023-02-22,2023-02-22,,,30
OI179628,O123753,U99033,P009,2022-05-14,2022-05-14,2022-05-15,,30
OI150924,O104001,U83248,P009,2020-07-13,2020-07-13,2020-07-14,2020-07-17,30
OI118988,O82086,U65563,P009,2021-06-07,,,,30
OI106200,O73279,U58681,P011,2022-06-26,2022-06-28,,,55
OI145082,O100012,U80065,P011,2022-08-16,2022-08-16,,,55
OI130963,O90352,U72304,P011,2020-03-13,2020-03-16,2020-03-17,,55
OI26720,O18370,U14624,P011,2021-03-26,,,,55
OI24181,O16641,U13305,P011,2021-10-08,,,,55
OI4479,O3061,U2442,P003,2022-10-05,2022-10-05,,,9.75
OI83244,O57332,U45908,P003,2023-01-01,2023-01-02,,,9.75
OI159726,O110066,U88095,P003,2021-02-06,2021-02-08,,,9.75
OI113680,O78416,U62686,P003,2022-09-06,2022-09-06,2022-09-10,,9.75
OI124372,O85794,U68627,P003,2020-04-17,2020-04-16,2020-04-17,2020-04-18,9.75
OI134074,O92510,U74075,P003,2022-07-12,2022-07-08,2022-07-12,2022-07-13,9.75
OI90448,O62402,U50000,P003,2021-05-07,,,,9.75
OI59913,O41183,U32821,P003,2021-02-09,,,,9.75
OI40406,O27800,U22096,P006,2023-04-06,2023-04-03,,,11.25
OI156043,O107527,U86059,P006,2023-01-02,2023-01-05,,,11.25
OI128020,O88327,U70718,P006,2022-06-03,2022-06-04,2022-06-06,,11.25
OI43517,O29937,U23813,P006,2022-10-17,,,,11.25
OI124208,O85685,U68533,P006,2022-03-27,,,,11.25
OI64484,O44350,U35401,P007,2021-10-02,2021-10-03,,,12.75
OI99745,O68772,U55074,P007,2021-08-17,2021-08-18,,,12.75
OI144978,O99938,U80011,P007,2023-05-19,2023-05-19,,,12.75
OI135379,O93389,U74778,P007,2023-06-10,2023-06-07,2023-06-08,,12.75
OI122350,O84404,U67439,P007,2019-12-06,2019-12-07,2019-12-07,2019-12-09,12.75
OI67611,O46565,U37156,P007,2022-12-31,,,,12.75
OI139016,O95859,U76765,P007,2023-01-01,,,,12.75
OI29070,O19967,U15936,P008,2023-02-15,2023-02-15,,,14.75
OI121991,O84173,U67246,P008,2022-08-08,2022-08-10,,,14.75
OI113440,O78252,U62562,P008,2020-03-14,2020-03-14,2020-03-18,,14.75
OI144445,O99563,U79696,P008,2021-12-12,2021-12-13,2021-12-15,,14.75
OI47448,O32656,U25980,P008,2021-11-29,,,,14.75
OI67376,O46394,U37033,P008,2023-05-28,,,,14.75
OI157017,O108197,U86562,P008,2021-10-10,,,,14.75
OI158135,O108970,U87241,P008,2023-05-05,,,,14.75
OI25320,O17407,U13887,P009,2020-05-27,2020-05-28,,,16.5
OI62971,O43303,U34533,P009,2023-06-02,2023-06-04,,,16.5
OI91251,O62942,U50432,P009,2023-05-05,2023-05-07,,,16.5
OI113085,O78007,U62381,P009,2022-09-13,2022-09-15,,,16.5
OI170047,O117111,U93685,P009,2022-12-30,2022-12-31,,,16.5
OI137162,O94620,U75726,P009,2023-06-03,2023-06-02,2023-06-05,,16.5
OI143200,O98713,U79031,P009,2023-04-09,2023-04-08,2023-04-10,,16.5
OI164137,O113099,U90463,P009,2023-06-14,2023-06-13,2023-06-14,,16.5
OI133147,O91862,U73554,P009,2022-09-21,,,,16.5
OI96160,O66350,U53076,P009,2021-06-23,,,,16.5
OI16119,O11116,U8873,P008,2021-12-07,2021-12-09,,,17.5
OI64630,O44460,U35502,P002,2023-02-12,2023-02-12,,,17.5
OI65864,O45343,U36218,P008,2022-09-13,2022-09-15,2022-09-18,,17.5
OI134205,O92597,U74143,P008,2022-02-24,2022-02-26,2022-02-26,,17.5
OI145610,O100365,U80341,P008,2022-03-24,2022-03-22,2022-03-23,,17.5
OI40312,O27736,U22050,P008,2022-10-15,2022-10-15,2022-10-17,2022-10-19,17.5
OI70310,O48395,U38691,P008,2020-07-29,,,,17.5
OI109724,O75695,U60582,P002,2023-03-06,,,,17.5
OI170976,O117759,U94201,P002,2020-07-31,,,,17.5
OI3314,O2257,U1789,P008,2022-01-20,,,,17.5
OI130279,O89904,U71947,P002,2021-03-27,,,,17.5
OI144569,O99644,U79759,P002,2023-05-11,,,,17.5
OI146538,O101001,U80862,P002,2022-08-04,,,,17.5
OI9210,O6292,U5101,P005,2022-08-23,2022-08-24,,,19.5
OI60513,O41606,U33162,P005,2022-09-09,2022-09-09,,,19.5
OI129488,O89341,U71510,P004,2023-02-15,2023-02-11,,,19.5
OI171822,O118322,U94640,P004,2021-09-29,2021-09-29,,,19.5
OI3467,O2358,U1870,P005,2021-09-08,2021-09-09,2021-09-12,,19.5
OI40593,O27921,U22187,P005,2022-08-13,2022-08-14,2022-08-16,,19.5
OI164959,O113664,U90882,P005,2022-06-14,2022-06-12,2022-06-16,,19.5
OI87888,O60620,U48562,P004,2023-04-08,,,,19.5
OI124622,O85967,U68779,P005,2021-06-03,,,,19.5
OI137373,O94755,U75827,P005,2023-06-20,,,,19.5
OI161996,O111636,U89321,P004,2022-11-10,,,,19.5
OI35403,O24354,U19412,P005,2022-05-28,,,,19.5
OI125437,O86539,U69259,P005,2023-01-01,,,,19.5
OI152702,O105209,U84195,P004,2023-05-03,,,,19.5
OI77854,O53605,U42840,P003,2020-06-29,2020-06-30,,,21.5
OI170794,O117636,U94110,P003,2023-05-10,2023-05-11,,,21.5
OI74074,O50987,U40741,P003,2020-04-23,2020-04-24,2020-04-28,,21.5
OI1649,O1114,U892,P002,2023-05-18,2023-05-19,,,22.5
OI9592,O6560,U5288,P002,2022-06-17,2022-06-18,,,22.5
OI43756,O30085,U23950,P001,2021-12-15,2021-12-17,,,22.5
OI54053,O37138,U29572,P002,2022-08-08,2022-08-11,,,22.5
OI65296,O44935,U35895,P001,2022-11-01,2022-10-31,,,22.5
OI71668,O49320,U39414,P002,2021-03-20,2021-03-20,,,22.5
OI154181,O106211,U85010,P001,2023-05-10,2023-05-07,,,22.5
OI173321,O119375,U95474,P001,2023-04-26,2023-04-28,,,22.5
OI111026,O76576,U61289,P007,2023-02-19,2023-02-17,2023-02-19,,22.5
OI133451,O92063,U73713,P007,2023-02-20,2023-02-21,2023-02-23,,22.5
OI36460,O25059,U19934,P011,2022-09-18,2022-09-20,2022-09-22,2022-09-23,22.5
OI79416,O54676,U43727,P007,2023-03-06,2023-03-06,2023-03-07,2023-03-09,22.5
OI155959,O107463,U86007,P011,2021-05-16,2021-05-18,2021-05-19,2021-05-22,22.5
OI156283,O107682,U86169,P011,2022-12-21,2022-12-24,2022-12-29,2022-12-31,22.5
OI16252,O11205,U8943,P011,2023-06-24,,,,22.5
OI47336,O32578,U25916,P007,2023-06-29,,,,22.5
OI154581,O106498,U85237,P007,2019-10-20,,,,22.5
OI13889,O9565,U7716,P007,2023-03-21,,,,22.5
OI87505,O60350,U48350,P001,2023-04-03,,,,22.5
OI103753,O71580,U57321,P002,2022-08-16,,,,22.5
OI114383,O78888,U63052,P002,2022-04-28,,,,22.5
OI127210,O87753,U70241,P001,2020-05-28,,,,22.5
OI12446,O8554,U6848,P009,2023-05-28,2023-05-29,,,24.5
OI42812,O29462,U23418,P009,2021-02-20,2021-02-22,2021-02-24,,24.5
OI69278,O47686,U38102,P002,2022-04-10,2022-04-11,2022-04-12,,24.5
OI95955,O66201,U52955,P009,2023-04-07,2023-04-04,2023-04-07,,24.5
OI112561,O77652,U62108,P008,2020-08-20,2020-08-21,2020-08-23,2020-08-24,24.5
OI59139,O40661,U32386,P002,2020-09-04,,,,24.5
OI68425,O47148,U37646,P008,2022-07-29,,,,24.5
OI97792,O67467,U54010,P009,2023-03-16,,,,24.5
OI109645,O75641,U60545,P007,2022-06-08,2022-06-11,,,29.5
OI168299,O115942,U92770,P005,2022-12-18,2022-12-17,,,29.5
OI59912,O41182,U32820,P005,2021-12-04,2021-12-04,2021-12-07,,29.5
OI76236,O52486,U41940,P006,2023-05-16,2023-05-15,2023-05-16,,29.5
OI108184,O74614,U59734,P007,2022-01-13,2022-01-11,2022-01-14,,29.5
OI150631,O103803,U83092,P005,2022-05-02,2022-05-04,2022-05-09,,29.5
OI107410,O74106,U59336,P005,2023-04-27,2023-04-25,2023-04-28,2023-05-01,29.5
OI113676,O78412,U62684,P006,2022-01-24,2022-01-23,2022-01-26,2022-01-27,29.5
OI116560,O80407,U64276,P005,2022-08-20,2022-08-21,2022-08-23,2022-08-24,29.5
OI31165,O21423,U17103,P005,2021-06-12,,,,29.5
OI37335,O25654,U20407,P006,2023-01-12,,,,29.5
OI888,O595,U473,P006,2020-06-06,,,,29.5
OI82978,O57151,U45753,P007,2023-03-17,,,,29.5
OI87078,O60051,U48101,P007,2023-06-10,,,,29.5
OI150696,O103851,U83127,P007,2023-06-28,,,,29.5
OI34215,O23522,U18738,P006,2023-06-21,2023-06-19,,,35
OI59606,O40964,U32639,P004,2023-02-20,2023-02-20,,,25
OI171129,O117861,U94274,P004,2023-03-12,2023-03-11,,,25
OI62393,O42902,U34229,P004,2021-05-06,2021-05-07,2021-05-07,,25
OI118914,O82037,U65523,P004,2021-11-18,2021-11-16,2021-11-19,,25
OI161666,O111419,U89145,P004,2020-12-15,2020-12-16,2020-12-17,2020-12-19,25
OI95809,O66095,U52888,P006,2022-07-27,,,,35
OI110851,O76456,U61203,P006,2022-05-19,,,,35
OI1860,O1264,U1013,P010,2023-05-29,2023-05-31,,,37
OI61111,O42025,U33504,P010,2023-04-27,2023-04-30,2023-05-04,,37
OI123685,O85306,U68217,P010,2023-06-09,2023-06-09,2023-06-10,,37
OI75244,O51793,U41376,P005,2020-12-03,2020-11-30,,,30
OI56124,O38548,U30708,P005,2023-01-05,2023-01-05,2023-01-08,,30
OI112768,O77788,U62204,P005,2021-02-12,,,,30
OI74637,O51386,U41053,P008,2022-08-30,2022-08-30,,,40
OI89391,O61678,U49423,P008,2023-06-14,2023-06-13,,,40
OI172559,O118822,U95045,P008,2021-12-11,2021-12-08,,,40
OI148490,O102356,U81946,P008,2021-06-28,2021-07-01,2021-07-03,,40
OI77327,O53240,U42536,P008,2023-04-15,,,,40
OI118004,O81419,U65045,P008,2022-12-31,,,,40
OI145401,O100225,U80224,P008,2021-08-04,,,,40
OI24302,O16722,U13364,P003,2022-04-19,2022-04-18,,,45
OI34010,O23376,U18627,P003,2021-07-14,2021-07-15,,,45
OI132701,O91560,U73292,P003,2022-07-06,2022-07-07,,,45
OI129259,O89189,U71393,P003,2020-01-07,2020-01-08,2020-01-08,,45
OI141114,O97283,U77880,P003,2022-05-05,2022-05-06,2022-05-07,,45
OI68705,O47324,U37798,P003,2022-08-15,,,,45
OI94377,O65108,U52135,P003,2023-03-18,,,,45
OI173613,O119579,U95626,P003,2023-05-15,,,,45
OI33646,O23135,U18442,P003,2023-05-23,,,,45
OI61854,O42521,U33910,P003,2022-11-25,,,,45
OI66044,O45469,U36319,P003,2021-03-08,,,,45
OI2406,O1626,U1293,P003,2023-05-23,2023-05-24,,,47
OI176620,O121684,U97358,P003,2021-12-17,2021-12-13,,,47
OI123884,O85465,U68354,P003,2022-10-13,2022-10-14,2022-10-16,,47
OI45726,O31447,U25036,P003,2023-03-18,,,,47
OI12195,O8381,U6715,P001,2023-06-17,2023-06-17,,,49
OI18867,O12977,U10351,P001,2022-07-12,2022-07-15,,,49
OI24991,O17190,U13719,P006,2022-08-22,2022-08-24,,,35
OI28729,O19733,U15740,P001,2023-06-13,2023-06-16,,,49
OI34447,O23692,U18878,P001,2021-08-13,2021-08-15,,,49
OI55910,O38402,U30585,P001,2022-01-30,2022-01-28,,,49
OI59213,O40710,U32423,P005,2022-12-26,2022-12-26,,,30
OI86903,O59939,U48012,P009,2022-08-17,2022-08-15,,,30
OI103648,O71507,U57269,P009,2023-05-18,2023-05-19,,,30
OI128865,O88916,U71188,P009,2021-05-24,2021-05-25,,,30
OI140015,O96515,U77268,P005,2023-01-12,2023-01-13,,,30
OI172189,O118580,U94839,P001,2023-06-23,2023-06-20,,,49
OI6068,O4155,U3319,P001,2023-05-18,2023-05-19,2023-05-22,,49
OI25605,O17600,U14037,P001,2020-11-07,2020-11-06,2020-11-10,,49
OI37726,O25947,U20624,P001,2022-12-20,2022-12-21,2022-12-24,,49
OI71290,O49057,U39203,P009,2021-10-05,2021-10-06,2021-10-08,,30
OI92153,O63559,U50884,P001,2022-04-02,2022-04-01,2022-04-05,,49
OI126771,O87453,U69999,P009,2022-01-17,2022-01-18,2022-01-18,,30
OI135380,O93389,U74778,P009,2023-06-06,2023-06-07,2023-06-08,,30
OI146065,O100685,U80599,P006,2022-05-20,2022-05-21,2022-05-25,,35
OI147059,O101359,U81152,P001,2023-05-17,2023-05-18,2023-05-21,,49
OI69479,O47820,U38204,P001,2023-05-16,2023-05-16,2023-05-18,2023-05-19,49
OI158283,O109084,U87323,P005,2023-03-19,2023-03-16,2023-03-20,2023-03-21,30
OI170298,O117283,U93815,P006,2022-08-01,2022-08-03,2022-08-03,2022-08-05,35
OI83436,O57460,U46001,P006,2020-04-29,,,,35
OI95408,O65820,U52660,P001,2023-01-14,,,,49
OI160218,O110418,U88372,P001,2020-12-30,,,,49
OI163258,O112519,U90011,P006,2023-05-17,,,,35
OI53320,O36635,U29167,P001,2022-07-10,,,,49
OI103020,O71057,U56901,P001,2022-03-19,,,,49
OI103367,O71308,U57084,P009,2023-06-23,,,,30
OI134698,O92934,U74414,P001,2023-03-24,,,,49
OI177670,O122414,U97964,P009,2022-10-30,,,,30
OI93858,O64748,U51832,P010,2021-03-20,2021-03-20,,,53
OI145620,O100375,U80347,P010,2022-06-16,2022-06-17,,,53
OI157098,O108247,U86607,P010,2021-04-17,2021-04-20,2021-04-23,,53
OI40304,O27732,U22044,P010,2023-01-24,2023-01-21,2023-01-21,2023-01-24,53
OI131713,O90874,U72736,P010,2020-03-26,2020-03-28,2020-03-29,2020-03-30,53
OI175584,O120961,U96758,P010,2022-10-28,,,,53
OI31297,O21519,U17173,P010,2020-10-27,,,,53
OI123771,O85375,U68274,P010,2023-04-23,,,,53
OI12663,O8697,U6955,P002,2023-03-27,2023-03-28,,,55
OI69189,O47634,U38059,P005,2023-04-08,2023-04-09,,,30
OI72698,O50037,U39992,P002,2023-05-16,2023-05-17,,,55
OI85856,O59199,U47421,P002,2022-09-16,2022-09-16,,,55
OI110551,O76253,U61034,P009,2023-07-02,2023-06-30,,,30
OI113701,O78433,U62697,P009,2021-05-31,2021-05-31,,,30
OI118258,O81600,U65197,P004,2023-06-06,2023-06-04,,,25
OI120773,O83308,U66518,P003,2020-08-21,2020-08-23,,,55
OI132052,O91102,U72903,P003,2023-03-08,2023-03-06,,,55
OI145746,O100458,U80416,P005,2023-02-17,2023-02-16,,,30
OI157837,O108763,U87058,P009,2023-03-21,2023-03-23,,,30
OI163129,O112437,U89946,P003,2023-07-01,2023-06-29,,,55
OI177562,O122336,U97899,P005,2023-06-28,2023-06-30,,,30
OI11463,O7884,U6334,P004,2022-11-06,2022-11-06,2022-11-09,,25
OI11696,O8047,U6466,P004,2023-01-07,2023-01-07,2023-01-07,,25
OI31154,O21417,U17099,P002,2020-12-26,2020-12-26,2020-12-28,,55
OI58736,O40376,U32159,P005,2021-01-31,2021-02-02,2021-02-02,,30
OI69585,O47892,U38265,P005,2023-04-23,2023-04-25,2023-04-26,,30
OI70850,O48747,U38968,P009,2023-04-01,2023-04-02,2023-04-04,,30
OI82797,O57020,U45650,P004,2023-03-15,2023-03-16,2023-03-16,,25
OI92293,O63660,U50978,P007,2020-10-09,2020-10-10,2020-10-13,,40
OI126687,O87393,U69959,P007,2022-11-28,2022-12-01,2022-12-03,,40
OI133812,O92325,U73938,P005,2020-02-06,2020-02-08,2020-02-11,,30
OI143263,O98762,U79066,P007,2022-10-09,2022-10-07,2022-10-07,,40
OI150349,O103613,U82914,P005,2021-09-22,2021-09-23,2021-09-25,,30
OI98623,O68034,U54466,P009,2023-05-21,2023-05-23,2023-05-28,2023-05-30,30
OI9158,O6256,U5059,P002,2023-02-08,,,,55
OI15000,O10345,U8307,P004,2023-05-18,,,,25
OI103712,O71549,U57300,P005,2021-01-28,,,,30
OI164603,O113418,U90711,P004,2020-07-21,,,,25
OI15608,O10757,U8604,P007,2022-09-28,,,,40
OI86683,O59790,U47887,P009,2023-06-22,,,,30
OI104493,O72095,U57745,P007,2023-05-26,,,,40
OI127528,O87975,U70444,P003,2022-04-17,,,,55
OI160280,O110463,U88406,P004,2022-05-07,,,,25
OI178276,O122837,U98277,P007,2021-12-09,,,,40
OI95089,O65607,U52508,P010,2022-04-18,2022-04-21,,,57
OI9359,O6388,U5165,P010,2023-05-07,2023-05-08,2023-05-10,,57
OI44880,O30878,U24582,P010,2022-09-10,2022-09-11,2022-09-13,,57
OI123514,O85194,U68101,P010,2023-01-11,2023-01-12,2023-01-12,,57
OI4279,O2929,U2325,P001,2021-07-02,2021-07-04,,,59
OI5701,O3903,U3120,P011,2023-07-02,2023-06-30,,,55
OI11235,O7712,U6209,P006,2023-01-29,2023-01-31,,,35
OI40232,O27685,U22008,P006,2021-03-29,2021-03-31,,,35
OI44658,O30729,U24466,P011,2021-07-12,2021-07-10,,,55
OI45093,O31022,U24701,P002,2021-06-19,2021-06-22,,,59
OI49019,O33728,U26855,P001,2022-01-08,2022-01-09,,,59
OI53260,O36589,U29114,P007,2023-04-06,2023-04-06,,,40
OI59211,O40708,U32422,P001,2021-11-05,2021-11-07,,,59
OI60480,O41584,U33144,P007,2022-09-11,2022-09-13,,,40
OI61126,O42038,U33517,P007,2023-04-27,2023-04-28,,,40
OI77548,O53390,U42657,P001,2019-12-20,2019-12-21,,,59
OI79752,O54918,U43911,P001,2022-08-18,2022-08-21,,,59
OI80503,O55461,U44365,P001,2023-02-04,2023-02-05,,,59
OI96503,O66582,U53282,P009,2022-11-05,2022-11-07,,,30
OI123307,O85052,U67972,P011,2023-05-12,2023-05-14,,,55
OI127693,O88095,U70533,P001,2021-10-13,2021-10-09,,,59
OI131869,O90969,U72799,P001,2022-04-22,2022-04-21,,,59
OI132356,O91323,U73092,P001,2023-05-29,2023-05-30,,,59
OI133478,O92079,U73726,P011,2022-10-16,2022-10-19,,,55
OI144869,O99859,U79941,P001,2023-06-20,2023-06-21,,,59
OI155245,O106955,U85604,P008,2019-08-12,2019-08-12,,,40
OI160453,O110585,U88506,P011,2022-07-31,2022-08-01,,,55
OI161130,O111043,U88863,P001,2022-07-28,2022-07-25,,,59
OI161694,O111434,U89156,P009,2023-04-21,2023-04-22,,,30
OI163059,O112390,U89911,P001,2023-01-16,2023-01-19,,,59
OI163585,O112731,U90195,P002,2020-11-09,2020-11-09,,,59
OI6385,O4371,U3490,P008,2022-10-29,2022-10-29,2022-10-30,,40
OI13681,O9407,U7583,P001,2020-05-30,2020-05-30,2020-05-30,,59
OI43556,O29962,U23838,P001,2023-04-12,2023-04-13,2023-04-18,,59
OI56243,O38635,U30781,P007,2021-04-26,2021-04-29,2021-05-03,,40
OI74546,O51319,U40997,P009,2023-01-27,2023-01-29,2023-02-01,,30
OI75021,O51637,U41260,P009,2022-10-23,2022-10-22,2022-10-27,,30
OI81077,O55854,U44685,P001,2022-10-01,2022-10-02,2022-10-07,,59
OI83883,O57778,U46271,P001,2022-02-17,2022-02-17,2022-02-22,,59
OI98313,O67818,U54299,P001,2022-01-12,2022-01-12,2022-01-16,,59
OI100165,O69050,U55285,P008,2022-04-06,2022-04-08,2022-04-10,,40
OI114356,O78870,U63041,P002,2021-11-28,2021-11-30,2021-12-01,,59
OI118038,O81447,U65064,P001,2022-08-26,2022-08-26,2022-08-30,,59
OI120542,O83142,U66380,P008,2022-12-22,2022-12-22,2022-12-26,,40
OI129774,O89547,U71674,P001,2022-11-11,2022-11-13,2022-11-17,,59
OI134650,O92909,U74397,P001,2023-01-31,2023-01-30,2023-02-01,,59
OI147726,O101829,U81526,P008,2023-02-04,2023-02-05,2023-02-08,,40
OI162994,O112345,U89867,P011,2022-03-20,2022-03-18,2022-03-19,,55
OI173592,O119566,U95616,P006,2021-01-10,2021-01-08,2021-01-10,,35
OI175666,O121026,U96804,P001,2022-12-02,2022-12-05,2022-12-07,,59
OI179986,O124002,U99209,P001,2022-08-30,2022-08-29,2022-08-31,,59
OI16014,O11045,U8827,P001,2021-06-05,2021-06-05,2021-06-06,2021-06-09,59
OI27824,O19115,U15220,P011,2023-06-02,2023-05-29,2023-06-02,2023-06-02,55
OI74458,O51263,U40950,P011,2022-06-18,2022-06-19,2022-06-21,2022-06-23,55
OI119107,O82165,U65634,P006,2022-11-17,2022-11-20,2022-11-21,2022-11-23,35
OI178495,O122992,U98394,P011,2022-11-19,2022-11-20,2022-11-20,2022-11-23,55
OI18636,O12823,U10244,P007,2023-03-26,,,,40
OI24162,O16630,U13296,P011,2021-06-02,,,,55
OI34410,O23667,U18862,P007,2023-04-02,,,,40
OI45800,O31504,U25078,P008,2023-05-11,,,,40
OI57128,O39240,U31234,P011,2023-01-30,,,,55
OI75520,O51997,U41532,P008,2022-05-05,,,,40
OI83539,O57528,U46061,P009,2023-04-18,,,,30
OI85350,O58823,U47137,P002,2023-05-12,,,,59
OI117940,O81374,U65010,P001,2023-05-04,,,,59
OI132693,O91555,U73290,P008,2022-07-11,,,,40
OI142576,O98280,U78683,P009,2023-06-16,,,,30
OI143287,O98776,U79074,P006,2021-02-08,,,,35
OI168028,O115741,U92606,P009,2023-01-21,,,,30
OI175440,O120856,U96674,P001,2023-04-25,,,,59
OI8571,O5866,U4757,P001,2021-09-23,,,,59
OI21017,O14450,U11584,P001,2022-01-25,,,,59
OI26505,O18223,U14516,P001,2023-03-24,,,,59
OI39743,O27348,U21741,P001,2021-12-23,,,,59
OI51892,O35647,U28398,P007,2021-03-13,,,,40
OI101201,O69763,U55880,P001,2021-05-12,,,,59
OI118515,O81771,U65333,P007,2023-01-17,,,,40
OI130082,O89765,U71842,P001,2023-06-03,,,,59
OI134869,O93039,U74503,P007,2023-06-12,,,,40
OI156926,O108136,U86521,P001,2022-03-29,,,,59
OI169936,O117033,U93623,P009,2023-01-29,,,,30
OI128066,O88364,U70745,P001,2023-01-21,2023-01-23,2023-01-23,,66
OI93718,O64651,U51748,P001,2023-04-03,2023-04-03,2023-04-05,2023-04-08,66
OI113386,O78209,U62525,P001,2022-02-07,,,,66
OI30910,O21251,U16970,P001,2023-02-28,,,,66
